DELIVERYTIME,NOOFLINES,STATUS,TOURNO,Country_EU
2022-02-22 00:00:00.000,31,30,MY05,
2022-02-22 00:00:00.000,3,30,MY05,
2022-02-22 00:00:00.000,182,30,MY05,
2022-02-21 00:00:00.000,14,30,US05,
2022-02-22 00:00:00.000,13,30,MY05,
2022-02-21 00:00:00.000,5,30,US05,
2022-02-21 00:00:00.000,7,30,US05,
2022-02-18 00:00:00.000,1,30,PT05,
2022-02-21 00:00:00.000,19,30,US05,
2022-02-18 00:00:00.000,4,30,FR05,
2021-09-15 00:00:00.000,5,10, ,
2022-02-22 00:00:00.000,0,30,JP05,
2022-03-21 00:00:00.000,41,10,IN05,
2021-05-31 00:00:00.000,2,10, ,
2022-02-18 00:00:00.000,2,30,GB05,
2021-12-13 00:00:00.000,8,10, ,
2021-12-13 00:00:00.000,0,10, ,
2021-06-08 00:00:00.000,1,10, ,
2021-06-08 00:00:00.000,1,10, ,
2021-06-08 00:00:00.000,2,10, ,
2021-06-08 00:00:00.000,3,10, ,
2021-06-08 00:00:00.000,1,10, ,
2021-06-08 00:00:00.000,1,10, ,
2022-02-18 00:00:00.000,2,30,IE05,
2022-02-21 00:00:00.000,9,30,US05,
2022-02-21 00:00:00.000,8,30,US05,
2022-02-21 00:00:00.000,0,30,US05,
2022-02-18 00:00:00.000,2,30,FR05,
2022-02-21 00:00:00.000,4,30,US05,
2022-02-21 00:00:00.000,5,30,US05,
2022-02-25 00:00:00.000,18,30,ZA05,
2022-02-25 00:00:00.000,28,30,ZA05,
2022-02-25 00:00:00.000,58,30,ZA05,
2022-02-25 00:00:00.000,1,30,ZA05,
2022-02-21 00:00:00.000,3,30,US05,
2022-01-12 00:00:00.000,7,10, ,
2022-01-12 00:00:00.000,1,10, ,
2021-12-02 00:00:00.000,5,10, ,
2022-02-25 00:00:00.000,1,30,ZA05,
2022-02-25 00:00:00.000,4,30,ZA05,
2022-02-25 00:00:00.000,18,30,ZA05,
2022-02-25 00:00:00.000,31,30,ZA05,
2022-02-25 00:00:00.000,2,20,ZA05,
2022-02-25 00:00:00.000,8,20,ZA05,
2022-02-25 00:00:00.000,11,20,ZA05,
2022-02-25 00:00:00.000,4,20,ZA05,
2022-02-21 00:00:00.000,4,30,FR05,
2022-02-21 00:00:00.000,2,30,DK05,
2022-02-21 00:00:00.000,72,30,FR05,
2022-02-21 00:00:00.000,11,30,NO05,
2022-02-21 00:00:00.000,4,30,FR05,
2022-02-21 00:00:00.000,66,30,LU05,
2022-02-21 00:00:00.000,21,30,IT05,
2022-02-21 00:00:00.000,33,30,IT05,
2022-02-21 00:00:00.000,19,30,IT05,
2022-02-21 00:00:00.000,35,30,DE01,
2021-03-10 00:00:00.000,7,10, ,
2021-11-18 00:00:00.000,1,10, ,
2021-11-18 00:00:00.000,2,10, ,
2022-02-23 00:00:00.000,36,30,AE05,
2022-02-16 00:00:00.000,1,10, ,
2022-02-16 00:00:00.000,1,10, ,
2022-02-16 00:00:00.000,3,10, ,
2022-02-22 00:00:00.000,19,30,AT05,
2022-02-22 00:00:00.000,98,30,HR05,
2022-02-21 00:00:00.000,28,30,BH05,
2022-02-21 00:00:00.000,1,30,US05,
2020-12-23 00:00:00.000,5,10, ,
2020-12-23 00:00:00.000,0,10, ,
2020-12-23 00:00:00.000,1,10, ,
2022-02-21 00:00:00.000,45,30,US05,
2022-02-21 00:00:00.000,2,30,US05,
2022-02-21 00:00:00.000,8,30,US05,
2022-02-21 00:00:00.000,11,30,US05,
2022-02-21 00:00:00.000,56,30,US05,
2022-02-21 00:00:00.000,0,30,US05,
2022-02-21 00:00:00.000,3,30,US05,
2022-02-21 00:00:00.000,55,30,SK01,
2022-02-21 00:00:00.000,93,30,US05,
2022-02-21 00:00:00.000,7,30,CZ01,
2022-02-21 00:00:00.000,21,30,US05,
2022-02-21 00:00:00.000,29,30,US05,
2020-12-15 00:00:00.000,3,10, ,
2022-02-21 00:00:00.000,82,30,US05,
2020-12-28 00:00:00.000,0,10, ,
2020-12-28 00:00:00.000,3,10, ,
2021-04-16 00:00:00.000,2,10, ,
2022-01-26 00:00:00.000,2,10, ,
2022-01-26 00:00:00.000,5,10, ,
2020-12-22 00:00:00.000,4,10, ,
2020-12-21 00:00:00.000,3,10, ,
2021-04-28 00:00:00.000,6,10, ,
2021-04-28 00:00:00.000,11,10, ,
2021-09-01 00:00:00.000,13,10, ,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,2,30,FR05,
2022-02-22 00:00:00.000,25,30,FR05,
2022-02-22 00:00:00.000,15,30,ES05,
2022-02-22 00:00:00.000,5,30,FR05,
2022-02-22 00:00:00.000,54,30,BE05,
2022-02-22 00:00:00.000,13,30,ES05,
2022-02-22 00:00:00.000,13,30,ES05,
2022-02-22 00:00:00.000,12,30,IT05,
2022-02-22 00:00:00.000,1,30,LU05,
2022-02-22 00:00:00.000,1,30,IT05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,11,30,ES05,
2022-02-22 00:00:00.000,63,30,IT05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,4,30,IT05,
2022-02-22 00:00:00.000,107,30,IS05,
2022-02-22 00:00:00.000,8,30,FR05,
2022-02-22 00:00:00.000,65,30,IT05,
2022-02-22 00:00:00.000,4,30,IT05,
2022-02-22 00:00:00.000,65,30,AT05,
2022-02-22 00:00:00.000,138,30,CH05,
2022-02-22 00:00:00.000,2,30,DK05,
2022-02-22 00:00:00.000,34,30,IT05,
2022-02-22 00:00:00.000,19,30,SE01,
2022-02-22 00:00:00.000,8,30,ES05,
2022-02-22 00:00:00.000,40,30,IT05,
2022-02-22 00:00:00.000,23,30,IT05,
2022-02-22 00:00:00.000,117,30,FR05,
2022-02-22 00:00:00.000,56,30,FR05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,2,30,PT05,
2022-02-22 00:00:00.000,2,30,PT05,
2022-02-23 00:00:00.000,4,20,ES05,
2022-02-22 00:00:00.000,6,30,PT05,
2022-02-23 00:00:00.000,152,20,CH05,
2022-02-23 00:00:00.000,11,20,CH05,
2022-02-23 00:00:00.000,28,20,IT05,
2022-02-22 00:00:00.000,9,30,IT05,
2022-02-22 00:00:00.000,7,30,IT05,
2022-02-22 00:00:00.000,35,30,ES05,
2022-02-22 00:00:00.000,16,30,BE05,
2022-02-22 00:00:00.000,56,30,IT05,
2022-02-22 00:00:00.000,139,30,EE05,
2022-02-22 00:00:00.000,6,30,NL05,
2022-02-22 00:00:00.000,92,30,CH05,
2022-02-22 00:00:00.000,205,30,FR05,
2022-02-22 00:00:00.000,13,30,FR05,
2022-02-22 00:00:00.000,65,30,GB05,
2022-02-22 00:00:00.000,66,30,IS05,
2022-02-22 00:00:00.000,2,30,AT05,
2022-02-22 00:00:00.000,28,30,IT05,
2022-02-22 00:00:00.000,1,30,PT05,
2022-02-22 00:00:00.000,2,30,PT05,
2022-02-22 00:00:00.000,6,30,PT05,
2022-02-22 00:00:00.000,0,30,PT05,
2022-02-23 00:00:00.000,4,30,SA05,
2022-02-24 00:00:00.000,131,10,TW05,
2022-02-22 00:00:00.000,3,30,PT05,
2022-02-22 00:00:00.000,1,30,PT05,
2022-02-22 00:00:00.000,20,30,PT05,
2022-02-23 00:00:00.000,78,30,MX05,
2022-02-23 00:00:00.000,2,30,AT05,
2022-02-23 00:00:00.000,3,30,PT05,
2022-02-23 00:00:00.000,1,30,IT05,
2022-02-23 00:00:00.000,65,30,CH05,
2022-02-23 00:00:00.000,33,30,NL05,
2022-02-23 00:00:00.000,1,30,IT05,
2022-02-22 00:00:00.000,1,10, ,
2022-02-23 00:00:00.000,22,30,FI05,
2022-02-23 00:00:00.000,5,20,GB05,
2022-02-22 00:00:00.000,13,10, ,
2022-02-22 00:00:00.000,5,10, ,
2022-02-22 00:00:00.000,4,10, ,
2022-02-23 00:00:00.000,4,20,GB05,
2022-02-22 00:00:00.000,15,10, ,
2022-02-23 00:00:00.000,32,30,IT05,
2022-02-22 00:00:00.000,5,10, ,
2020-12-09 00:00:00.000,1,10, ,
2022-02-22 00:00:00.000,35,10, ,
2022-02-23 00:00:00.000,114,30,IT05,
2022-02-23 00:00:00.000,94,20,PT05,
2022-02-23 00:00:00.000,2,30,NZ05,
2022-02-25 00:00:00.000,1,99,DE01,
2022-02-22 00:00:00.000,3,30,DE01,
2022-02-23 00:00:00.000,23,20,IT05,
2022-02-23 00:00:00.000,3,30,JP05,
2022-02-23 00:00:00.000,1,30, ,
2022-02-23 00:00:00.000,4,20,IT05,
2022-02-23 00:00:00.000,2,20,CZ01,
2022-02-23 00:00:00.000,12,20,PT05,
2022-02-23 00:00:00.000,3,30,PT05,
2022-02-23 00:00:00.000,3,20,EE05,
2022-02-23 00:00:00.000,5,20,IT05,
2022-02-23 00:00:00.000,2,30,FR05,
2022-02-23 00:00:00.000,2,30,PT05,
2022-02-23 00:00:00.000,7,20,PT05,
2022-02-23 00:00:00.000,1,20,PT05,
2022-02-23 00:00:00.000,2,30,PT05,
2022-02-23 00:00:00.000,19,20,IT05,
2022-02-23 00:00:00.000,32,20,IT05,
2022-02-23 00:00:00.000,11,20,IT05,
2022-02-23 00:00:00.000,32,20,IT05,
2022-02-23 00:00:00.000,16,20,PT05,
2022-02-23 00:00:00.000,1,20,PT05,
2021-08-13 00:00:00.000,4,10, ,
2022-02-23 00:00:00.000,64,20,IT05,
2022-02-23 00:00:00.000,49,20,BE05,
2022-02-23 00:00:00.000,61,20,IT05,
2022-02-23 00:00:00.000,99,20,IT05,
2022-02-23 00:00:00.000,51,20,BE05,
2022-02-23 00:00:00.000,2,20,FI05,
2022-02-23 00:00:00.000,14,20,IT05,
2022-02-23 00:00:00.000,233,20,IT05,
2022-02-23 00:00:00.000,89,20,SE01,
2022-02-23 00:00:00.000,190,20,IT05,
2022-02-23 00:00:00.000,9,20,BE05,
2022-02-23 00:00:00.000,10,20,SE01,
2022-02-23 00:00:00.000,82,20,PT05,
2022-02-23 00:00:00.000,94,20,PT05,
2022-02-23 00:00:00.000,80,20,BE05,
2022-02-23 00:00:00.000,29,20,IT05,
2022-02-23 00:00:00.000,64,20,IT05,
2022-02-23 00:00:00.000,41,20,BE05,
2022-02-23 00:00:00.000,78,20,FR05,
2022-02-23 00:00:00.000,28,20,IT05,
2022-02-07 00:00:00.000,3,10, ,
2022-02-23 00:00:00.000,42,20,IT05,
2022-02-23 00:00:00.000,31,20,IT05,
2022-02-23 00:00:00.000,3,30,IT05,
2022-02-23 00:00:00.000,34,20,IT05,
2022-02-23 00:00:00.000,3,30,BE05,
2022-02-23 00:00:00.000,13,20,SE01,
2022-02-23 00:00:00.000,5,20,AT05,
2022-02-23 00:00:00.000,9,20,AT05,
2022-02-23 00:00:00.000,8,20,ES05,
2022-02-23 00:00:00.000,4,20,IT05,
2022-02-23 00:00:00.000,40,20,AT05,
2022-02-24 00:00:00.000,2,10,AT05,
2022-02-23 00:00:00.000,24,30,AT05,
2022-02-22 00:00:00.000,5,30,ES05,
2022-02-22 00:00:00.000,1,30,IT05,
2022-02-22 00:00:00.000,2,30,FR05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,0,30,IT05,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,2,30,FR05,
2022-02-22 00:00:00.000,1,30,FR05,
2022-02-22 00:00:00.000,2,30,PT05,
2022-02-22 00:00:00.000,5,30,ES05,
2022-02-22 00:00:00.000,14,30,ES05,
2022-02-22 00:00:00.000,36,30,IT05,
2022-02-22 00:00:00.000,5,30,IT05,
2022-02-24 00:00:00.000,20,10,AT05,
2022-02-22 00:00:00.000,12,30,ES05,
2022-02-22 00:00:00.000,89,30,IT05,
2022-02-22 00:00:00.000,7,30,CH05,
2022-02-22 00:00:00.000,22,30,IT05,
2022-02-22 00:00:00.000,19,30,PT05,
2022-02-22 00:00:00.000,0,30,PT05,
2022-02-22 00:00:00.000,9,30,ES05,
2022-02-22 00:00:00.000,12,30,ES05,
2022-02-21 00:00:00.000,8,30,US05,
2022-02-22 00:00:00.000,88,30,ES05,
2022-02-22 00:00:00.000,118,30,BE05,
2022-02-22 00:00:00.000,115,30,ES05,
2022-02-22 00:00:00.000,36,30,SE01,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,2,30,ES05,
2020-12-09 00:00:00.000,0,10, ,
2022-02-22 00:00:00.000,42,30,ES05,
2022-02-22 00:00:00.000,16,30,FR05,
2022-02-22 00:00:00.000,4,30,FR05,
2022-02-22 00:00:00.000,183,30,FR05,
2022-02-22 00:00:00.000,26,30,FR05,
2022-02-23 00:00:00.000,15,30,BR05,
2022-02-23 00:00:00.000,4,30,BR05,
2022-02-23 00:00:00.000,47,30,BR05,
2022-02-23 00:00:00.000,8,30,BR05,
2022-02-23 00:00:00.000,1,30,BR05,
2022-02-23 00:00:00.000,10,30,BR05,
2022-02-23 00:00:00.000,18,30,BR05,
2022-02-23 00:00:00.000,4,30,BR05,
2022-02-22 00:00:00.000,15,30,FR05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-23 00:00:00.000,75,30,BR05,
2022-02-22 00:00:00.000,5,30,DK05,
2022-02-22 00:00:00.000,12,30,NL05,
2022-02-22 00:00:00.000,5,30,DK05,
2022-02-22 00:00:00.000,33,30,DK05,
2022-02-21 00:00:00.000,0,30,MY05,
2020-09-29 00:00:00.000,2,10, ,
2022-02-21 00:00:00.000,4,30,MY05,
2022-02-22 00:00:00.000,2,30,JP05,
2022-02-22 00:00:00.000,26,30,JP05,
2022-02-22 00:00:00.000,284,30,ES05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,4,30,NL05,
2022-02-22 00:00:00.000,16,30,NL05,
2022-02-22 00:00:00.000,12,30,NL05,
2022-02-22 00:00:00.000,5,30,NL05,
2022-02-28 00:00:00.000,8,10,US05,
2022-02-22 00:00:00.000,55,30,NL05,
2022-02-22 00:00:00.000,4,30,NL05,
2022-02-22 00:00:00.000,102,30,IT05,
2022-02-22 00:00:00.000,69,30,ES05,
2022-02-28 00:00:00.000,8,10,US05,
2022-02-28 00:00:00.000,2,10,US05,
2022-02-28 00:00:00.000,5,10,US05,
2022-02-28 00:00:00.000,7,10,US05,
2022-02-28 00:00:00.000,1,10,US05,
2022-02-28 00:00:00.000,9,10,US05,
2022-02-28 00:00:00.000,9,10,US05,
2022-02-22 00:00:00.000,10,30,ES05,
2022-02-22 00:00:00.000,14,30,ES05,
2022-02-22 00:00:00.000,62,30,IT05,
2022-02-24 00:00:00.000,103,10,AE05,
2022-02-24 00:00:00.000,103,10,AE05,
2022-02-28 00:00:00.000,19,10,US05,
2022-02-24 00:00:00.000,106,10,AE05,
2022-02-22 00:00:00.000,19,30,IT05,
2022-02-24 00:00:00.000,95,10,AE05,
2022-02-28 00:00:00.000,4,10,US05,
2022-02-28 00:00:00.000,0,10,US05,
2022-02-28 00:00:00.000,13,10,US05,
2022-02-28 00:00:00.000,8,10,US05,
2022-02-22 00:00:00.000,64,30,FR05,
2022-02-22 00:00:00.000,14,30,IT05,
2022-02-22 00:00:00.000,114,30,BE05,
2022-02-22 00:00:00.000,27,30,GB05,
2022-02-28 00:00:00.000,4,10,US05,
2022-02-28 00:00:00.000,9,10,US05,
2022-02-28 00:00:00.000,53,10,US05,
2022-02-28 00:00:00.000,22,10,US05,
2022-02-28 00:00:00.000,13,10,US05,
2022-02-28 00:00:00.000,3,10,US05,
2022-02-23 00:00:00.000,37,30,MX05,
2022-02-28 00:00:00.000,6,10,US05,
2022-02-28 00:00:00.000,20,10,US05,
2022-02-28 00:00:00.000,3,10,US05,
2022-02-28 00:00:00.000,106,10,US05,
2022-02-28 00:00:00.000,17,10,US05,
2022-02-28 00:00:00.000,1,10,US05,
2022-02-28 00:00:00.000,3,10,US05,
2021-08-25 00:00:00.000,0,10, ,
2022-02-28 00:00:00.000,81,10,US05,
2022-02-22 00:00:00.000,4,30,DE01,
2022-02-22 00:00:00.000,2,30,DE01,
2022-02-28 00:00:00.000,77,10,US05,
2022-02-28 00:00:00.000,50,10,US05,
2022-02-28 00:00:00.000,83,10,US05,
2022-02-28 00:00:00.000,53,10,US05,
2022-02-28 00:00:00.000,24,10,US05,
2022-02-22 00:00:00.000,0,30,NL05,
2022-02-22 00:00:00.000,5,30,ES05,
2022-02-22 00:00:00.000,5,30,NO05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,2,30,CH05,
2022-02-22 00:00:00.000,34,30,IT05,
2022-02-22 00:00:00.000,0,30,ES05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,6,30,ES05,
2022-02-22 00:00:00.000,5,30,ES05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-28 00:00:00.000,12,10,US05,
2022-02-22 00:00:00.000,24,30,FR05,
2022-02-22 00:00:00.000,7,30,NO05,
2022-02-22 00:00:00.000,5,30,FR05,
2022-02-22 00:00:00.000,3,30,NO05,
2022-02-22 00:00:00.000,24,30,FR05,
2022-02-22 00:00:00.000,28,30,FR05,
2022-02-22 00:00:00.000,15,30,GB05,
2022-02-22 00:00:00.000,1,30,AT05,
2022-02-28 00:00:00.000,36,10,US05,
2022-02-23 00:00:00.000,44,20,DE01,
2022-02-23 00:00:00.000,5,20,DE01,
2022-02-23 00:00:00.000,121,20,DE01,
2022-02-23 00:00:00.000,115,20,DE01,
2022-02-23 00:00:00.000,163,20,DE01,
2021-09-08 00:00:00.000,0,10, ,
2022-02-23 00:00:00.000,88,20,DE01,
2022-02-23 00:00:00.000,6,20,DE01,
2022-02-23 00:00:00.000,123,20,DE01,
2022-02-23 00:00:00.000,99,20,DE01,
2022-02-24 00:00:00.000,109,10,KZ05,
2022-02-24 00:00:00.000,114,10,KZ05,
2022-02-24 00:00:00.000,14,10,KZ05,
2022-02-25 00:00:00.000,15,10,DE01,
2022-02-25 00:00:00.000,99,10,DE01,
2022-02-25 00:00:00.000,57,10,DE01,
2022-02-25 00:00:00.000,27,10,DE01,
2022-02-25 00:00:00.000,3,10,DE01,
2022-02-25 00:00:00.000,67,10,DE01,
2022-02-25 00:00:00.000,6,10,DE01,
2022-02-25 00:00:00.000,38,10,DE01,
2022-02-25 00:00:00.000,4,10,DE01,
2022-02-25 00:00:00.000,4,10,DE01,
2022-02-25 00:00:00.000,1,10,DE01,
2022-02-22 00:00:00.000,5,30,CH05,
2022-02-22 00:00:00.000,69,30,BE05,
2022-02-22 00:00:00.000,1,30,CH05,
2022-02-22 00:00:00.000,1,30,FR05,
2022-02-22 00:00:00.000,0,30,GB05,
2022-02-22 00:00:00.000,26,30,BE05,
2022-02-22 00:00:00.000,22,30,FR05,
2020-10-22 00:00:00.000,3,10, ,
2022-02-22 00:00:00.000,2,30,CH05,
2022-02-22 00:00:00.000,0,30,BE05,
2022-02-22 00:00:00.000,34,30,CH05,
2022-02-22 00:00:00.000,9,30,CH05,
2022-02-22 00:00:00.000,26,30,FR05,
2022-02-22 00:00:00.000,183,30,FR05,
2022-02-22 00:00:00.000,41,30,FR05,
2022-02-22 00:00:00.000,17,30,BE05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,98,30,ES05,
2022-02-22 00:00:00.000,15,30,ES05,
2022-02-22 00:00:00.000,9,30,ES05,
2022-02-22 00:00:00.000,14,30,ES05,
2022-02-22 00:00:00.000,10,30,ES05,
2022-02-22 00:00:00.000,2,30,ES05,
2022-02-22 00:00:00.000,108,30,BE05,
2022-02-22 00:00:00.000,6,30,ES05,
2022-02-22 00:00:00.000,31,30,BE05,
2022-02-22 00:00:00.000,13,30,AT05,
2022-02-22 00:00:00.000,37,30,BE05,
2022-02-22 00:00:00.000,33,30,AT05,
2022-02-22 00:00:00.000,13,30,GB05,
2022-02-22 00:00:00.000,140,30,FR05,
2022-02-22 00:00:00.000,8,30,CH05,
2022-02-22 00:00:00.000,19,30,AT05,
2022-02-22 00:00:00.000,58,30,NL05,
2022-02-22 00:00:00.000,24,30,AT05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,0,30,PT05,
2022-02-22 00:00:00.000,18,30,GB05,
2022-02-22 00:00:00.000,3,30,GB05,
2022-02-22 00:00:00.000,6,30,ES05,
2022-02-22 00:00:00.000,5,30,PT05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,2,30,ES05,
2022-02-22 00:00:00.000,145,30,IT05,
2022-02-22 00:00:00.000,2,30,ES05,
2022-02-22 00:00:00.000,2,30,ES05,
2022-02-22 00:00:00.000,13,30,IT05,
2022-02-22 00:00:00.000,35,30,ES05,
2022-02-22 00:00:00.000,12,30,NL05,
2022-02-22 00:00:00.000,23,30,NL05,
2022-02-23 00:00:00.000,5,30,BR05,
2022-02-28 00:00:00.000,10,10,US05,
2022-02-28 00:00:00.000,5,10,US05,
2022-02-28 00:00:00.000,4,10,US05,
2022-02-22 00:00:00.000,1,30,IT05,
2022-02-22 00:00:00.000,4,30,IT05,
2022-02-22 00:00:00.000,3,30,IT05,
2021-08-16 00:00:00.000,0,10, ,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,4,30,CH05,
2022-02-22 00:00:00.000,2,30,IT05,
2022-02-22 00:00:00.000,1,30,NL05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,2,30,PT05,
2022-02-22 00:00:00.000,3,30,PT05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,2,30,IT05,
2022-02-22 00:00:00.000,1,30,BE05,
2022-02-22 00:00:00.000,5,30,CH05,
2022-02-22 00:00:00.000,4,30,IT05,
2022-02-22 00:00:00.000,1,30,BE05,
2022-02-22 00:00:00.000,2,30,ES05,
2022-02-22 00:00:00.000,4,30,IT05,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,7,30,PT05,
2022-02-22 00:00:00.000,1,30,FR05,
2022-02-22 00:00:00.000,4,30,JP05,
2022-02-22 00:00:00.000,31,30,JP05,
2022-02-22 00:00:00.000,3,30,BE05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,2,30,CH05,
2022-02-22 00:00:00.000,13,30,ES05,
2022-02-22 00:00:00.000,5,30,CH05,
2022-02-22 00:00:00.000,0,30,IT05,
2022-02-22 00:00:00.000,3,30,NO05,
2022-02-22 00:00:00.000,4,30,GB05,
2022-02-22 00:00:00.000,15,30,NO05,
2022-02-22 00:00:00.000,1,30,IE05,
2022-02-22 00:00:00.000,2,30,SE01,
2022-02-22 00:00:00.000,7,30,IT05,
2022-02-22 00:00:00.000,14,30,IT05,
2022-02-22 00:00:00.000,44,30,ES05,
2022-02-22 00:00:00.000,1,30,NO05,
2022-02-22 00:00:00.000,0,30,AT05,
2022-02-22 00:00:00.000,217,30,BE05,
2022-02-22 00:00:00.000,96,30,IT05,
2022-02-22 00:00:00.000,3,30,IT05,
2022-02-22 00:00:00.000,17,30,IT05,
2022-02-22 00:00:00.000,55,30,CH05,
2022-02-22 00:00:00.000,37,30,ES05,
2022-02-22 00:00:00.000,77,30,GB05,
2022-02-22 00:00:00.000,15,30,CH05,
2022-02-22 00:00:00.000,7,30,AT05,
2022-02-22 00:00:00.000,9,30,DK05,
2022-02-22 00:00:00.000,14,30,NL05,
2022-02-22 00:00:00.000,37,30,GB05,
2022-02-22 00:00:00.000,36,30,ES05,
2022-02-22 00:00:00.000,90,30,GB05,
2022-02-22 00:00:00.000,4,30,IE05,
2022-02-22 00:00:00.000,26,30,ES05,
2022-02-22 00:00:00.000,43,30,ES05,
2022-02-22 00:00:00.000,63,30,GB05,
2022-02-22 00:00:00.000,60,30,BE05,
2022-02-22 00:00:00.000,32,30,ES05,
2022-02-22 00:00:00.000,178,30,BE05,
2022-02-22 00:00:00.000,2,30,AT05,
2022-02-22 00:00:00.000,2,30,BE05,
2022-02-22 00:00:00.000,8,30,ES05,
2022-02-22 00:00:00.000,2,30,JP05,
2022-02-22 00:00:00.000,68,30,JP05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,0,30,ES05,
2022-02-22 00:00:00.000,70,30,ES05,
2022-02-22 00:00:00.000,25,30,BE05,
2022-02-22 00:00:00.000,5,30,ES05,
2022-02-22 00:00:00.000,2,30,BE05,
2022-02-22 00:00:00.000,22,30,IT05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,9,30,BE05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,5,30,GB05,
2022-02-22 00:00:00.000,2,30,SE01,
2022-02-22 00:00:00.000,4,30,FR05,
2022-02-22 00:00:00.000,4,30,PT05,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,19,30,PT05,
2022-02-22 00:00:00.000,5,30,SE01,
2022-02-22 00:00:00.000,9,30,ES05,
2022-02-22 00:00:00.000,3,30,NO05,
2022-02-22 00:00:00.000,209,30,ES05,
2022-02-22 00:00:00.000,15,30,CH05,
2022-02-23 00:00:00.000,23,30,AT05,
2022-02-24 00:00:00.000,236,10,AE05,
2022-02-22 00:00:00.000,33,30,GB05,
2022-02-22 00:00:00.000,49,30,ES05,
2022-02-22 00:00:00.000,0,30,NL05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,6,30,GB05,
2022-02-22 00:00:00.000,1,30,GB05,
2022-02-22 00:00:00.000,174,30,ES05,
2022-02-22 00:00:00.000,250,30,ES05,
2022-02-22 00:00:00.000,4,30,ES05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,5,30,ES05,
2022-02-22 00:00:00.000,23,30,DK05,
2022-02-22 00:00:00.000,3,30,ES05,
2022-02-22 00:00:00.000,16,30,ES05,
2022-02-22 00:00:00.000,1,30,ES05,
2022-02-22 00:00:00.000,32,30,ES05,
2022-02-22 00:00:00.000,0,30,DK05,
2022-02-22 00:00:00.000,8,30,FR05,
